"","isl_pkc","ship_pkc","isl_exp","ship_exp","isl_blc","ship_blc","both_pkc","both_exp","both_blc","choice","expert"
"952","3.00","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"953","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"954","7.00","#NULL!","7","#NULL!","4.50","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"955","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"956","3.00","#NULL!","6","#NULL!","3.50","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"957","3.00","#NULL!","7","#NULL!","2.50","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"958","6.50","#NULL!","3","#NULL!","1.50","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"959","3.00","#NULL!","8","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"960","2.50","#NULL!","9","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"961","4.50","#NULL!","5","#NULL!","4.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"962","1.00","#NULL!","5","#NULL!","4.50","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"963","#NULL!","1.00","#NULL!","6","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"964","#NULL!","5.00","#NULL!","5","#NULL!","5.00","#NULL!","#NULL!","#NULL!",2,2
"965","#NULL!","1.50","#NULL!","8","#NULL!","1.50","#NULL!","#NULL!","#NULL!",2,2
"966","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"967","#NULL!","6.00","#NULL!","4","#NULL!","3.50","#NULL!","#NULL!","#NULL!",2,2
"968","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"969","#NULL!","1.00","#NULL!","9","#NULL!","1.50","#NULL!","#NULL!","#NULL!",2,2
"970","#NULL!","1.00","#NULL!","5","#NULL!","2.00","#NULL!","#NULL!","#NULL!",2,2
"971","#NULL!","2.50","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"972","#NULL!","5.50","#NULL!","6","#NULL!","4.00","#NULL!","#NULL!","#NULL!",2,2
"973","#NULL!","1.00","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"974","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"975","#NULL!","1.00","#NULL!","8","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"976","#NULL!","5.50","#NULL!","2","#NULL!","5.50","#NULL!","#NULL!","#NULL!",2,2
"977","#NULL!","4.00","#NULL!","5","#NULL!","3.00","#NULL!","#NULL!","#NULL!",2,2
"978","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"979","#NULL!","1.00","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"980","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,2
"981","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"982","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"983","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"984","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"985","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"986","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"987","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"988","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"989","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"990","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"991","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"992","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"993","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"994","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"995","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"996","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"997","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"998","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"999","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"1000","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"1001","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"1002","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"1003","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,2
